Text,Label
. پلاس هم که مشکلی نداره .,1
برخلاف دوستان باید بگم این مدل داغ نمیکنه و بازی های سنگینی که باهاش اجرا کردم مثل بتلفیلد یا کرایسیس رو هم خوب جواب داد و هم داغ نمیکنه برخی مدلای داغ میکنن .,1
علاوه بر دوربین ، بلندگوی گوشی و لوگوی نیز در این قسمت قابل مشاهده هستند .,0
منم میخوام از این بخرم .,0
من هم این هارد رو از دیجی کالا خریدم ، و از این خرید واقعا راضی هستم .,2
از نظر نیز فرق خاصی نکرده که دارای دو هسته ای است و این که رم ان تا ساپورت می کنه که تا ساپورت میکنه و پیشرفت دیگر این که دارای نیز است .,1
فکر نکنم تو شرایط فعلی زیاد استقبال بشه .,0
ولی در کل تغییرات در جهت بهتر شدن و بهبود عملکرد بوده و این همان چیزیست که همه انتظار داشتند .,1
سید علی مومنی,0
اما اکنون سونی با ، و وارد مرحله ی تازه ای شده است .,0
خیلی خوبه اما حیف که درایو نوری نداره !,1
در بالا سمت چپ کیبورد و در کنار بلندگوی لپ تاپ ، کلید پاور دستگاه قرار دارد .,0
به نظرم تبلت نیازی به دوربین عکاسی نداره .,0
هنگامی که یک وید وی را بر روی این دو تبلت اجرا کنید ، برتری های به راحتی قابل رویت است .,1
تازه رو هم با بدون تیک پخش میکنه که هر گوشی تک هسته ای قادر به این کار نیست .,1
نقاط ضعف سیستم منو های نامناسب .,-1
تشکر ویژه دارم بابت تحویل کالا در بهترین زمان .,1
دوربین مگاپیکسل و رم گیگابایتی .,0
من خریدم خیلی هم راضیم .,2
با دیگر در کوهستان ، جنگل و یا کنار دریا ، نگران خیس شدن ، زمین خوردن و یا یخ زدگی دوربین خود نخواهید بود .,1
دوستمون در نقد بالایی نوشته سقوط نوکیا ، اما تعداد زیادی از سایت ها این گوشی رو نجات دهنده ویندوز فون و نوکیا می دونن با این قیمت پایینش .,1
سیم همزمان و اندروید . با امکانات عالی واقعا خوشم اومد .,2
در تست مرورگری اینترنت از طریق با روشنایی متوسط ، این تبلت توانست بیش از ساعت شارژ دهی کند .,0
با اینکه قدرت این گوشی به اندازه برادران بزرگ تر خود یعنی لومیا و نیست ، اما به راحتی از پس اجرای اکثر دستورات بر می آید .,1
مسلما همکاری سامسونگ با کمپانی معتبر در زمینه ساخت قلم باعث گردیده که قلم های ساخت سامسونگ عملکرد فوق العاده خوبی داشته باشند که در مورد این قلم نیز این چنین است .,2
برای مثال مدل اینچی که از پردازنده و کارت گرافیک مجزای استفاده می کند ، در تست مرورگری اینترنت از طریق و روشنایی صفحه متوسط ، توانست بیش از ساعت شارژ دهی کند که میزان بسیار خوبیست .,2
دوربینی مناسب کار های معمولی است,1
"این دوربین همچنین مجهز به نمایشگر اینچی , پیکسلی می باشد .",0
شما می توانید به صورت دستی و با فشردن دکمه ی شاتر عکاسی کنید و یا اینکه برای دوربین تعیین کنید که هر ، ، ، یا ثانیه یک عکس بگیرد .,0
چون یه بار به علت یک لحظه اشتباه هم اطلاعاتی که فقط برای من با ارزش بود رو از دست دادم .,-1
قابلیتی منحصر به فرد در هرچه مهیج تر کردن فیلمهای ورزشی .,1
دوربین خوبی است و قیمت آن مناسب می باشد .,1
من که خیلی ازش راضی بودم,2
گوشی خوبیه اما مشکلاتی هم داره اما هنوز هم بهترینه مخصوصا حالا که به اندروید هم آپدیت میشه مشکلات آن سبک هنگ دوربین در بعضی موارد اندک نفرستادن اس ام اس بیش از یک کاراکتر,0
قاب آن خش پذیر است و لکه اثر دست باقی می ماند .,-1
سلام تلویزیون های پلاسما عمر کمتری نسبت به دارن و همین طور مقاومتشون در برابر ضربه کمتره در ضمن مصرف و گرما بیشتری هم دارن ولی اگه دنبال سایز بالا با قیمت پایین می گردین مورده نسبتا خوبیه ولی توصیه میکنم بودجتون رو بالا ببرین و بخرین یا اگه پلاسما خریدین حتما خیلی مراقب ضربه خوردن و ریختن آب و . .,-1
لپ تاپ بسیار عالی و کارآمدی میباشد و هم به درد خونه و هم محل کار میخوره .,2
تمامی بخش های گوشی از قبیل و پشت و کلید ها با استفاده از برچسب مخصوص پوشیده شدن که میشه گفت به نوعی پلمپ گوشی هستند و بعد از باز شدن تقریبا دیگه نمیشه چسبوند .,0
تمام قسمت پشتی درب و قسمت درونی از پلاستیک ساخته شده ولی قسمت استراحت مچ از فلز آلومینیوم ساخته شده است تا با اینکه لپ تاپی در سطح کاربری عام و رده ی کاربری عام است ، کیفیتی بالاتر از رقبای هم سطح خود را ارا ه دهد .,1
بعد از شش ماه کار کردن با این مدل می تونم بگم که حرف نداره .,2
واحد پردازش گرافیکی نام اختصاصی پردازند ه ی گرافیکی کنسول است که شرکت آن را طراحی کرده است .,0
کیفیت صفحه نمایشش هم خوبه البته اونقدر که توی تبلیغاتش مینویسن خوب نیست .,1
با تشکر از دیجی کالا گوشیه خوبی است اما ظاهر زیبایی ندارد مت سفانه اما از نظر سخت افزاری قوی است,1
من الان هفتست این گوشی رو خریدم خوب شاید نوت بهتر باشه اما باید تفاوت قیمت رو هم در نظر بگیریم کلا گوشی خیلی خوبیه با اینکه بزرگه اما بر خلاف نظر دوستان صحبت کردن باهاش راحته ، کیفیت صدای مکالمش عالیه ، دوربینش خوبه ، کیفیت ال سیدیش هم خوبه اما عیب هاش اینه عدم وجود شکاف برای قرار گیری قلم ، پشتیبانی ضعیف ال جی ، باطری ضعیف اما کلا گوشی خوبیه فوق العاده روان و سریع هستش و تمام بازی هارو بدون لگ بالا میاره ، البته طراحی زیباشو نباید نادیده گرفت من که ازش راضیم,1
چون یون مرورگرهاش چنگی به دل نمیزنن و تعریفی ندارن و همینطور بازی ها رو با کیفیت خوبی نشون نمیده !,-1
سطح نویز در حساسیت های مختلف به خوبی پایین باقی می ماند ولی این مورد به صورت گسترده به کمک بهره گیری از سیستم کاهش نویز دیجیتالی حاصل می شود که باعث می گردد مقدار زیادی از جز یات هم از بین برود .,0
این قابلیت که عملکردی بسیار قابل ستایش دارد بدین صورت است که می توانید صفحه نمایش را به تکه تقسیم نمایید و از هر تکه جهت اجرای یک برنامه استفاده کنید .,1
بنظرم با توجه به امکانات و داشتن لنز سری و برند معتبرش واقعا ارزش خریدو داره .,1
هنگ نمیکنه .,1
به عنوان یک گوشی تلفن همراه با چنین ویژگی ها و فناوری های خیره کننده ای ، گوشی آسانی برای جمع بندی و اظهار نظر است .,1
اما در این گوشی نیز همانند گوشی های سری خود یک پردازشگر قرار داده است که وظیفه انجام محاسبات مربوط به دوربین گوشی را بر عهده دارد .,0
داک تبلت نیز دارای صفحه نمایشی اینچی با پنل و دقت است .,0
امیدوارم تونسته باشم تجربه ام رو به شما انتقال بدم .,0
جالب اینه بعد از من نفر از بچه های دانشگاه رفتن بدون تردید خریدنش .,0
چون مهم ترین نکته برای این کنسول ها بازی هاشه !,0
اما در مورد دقت لمسی آن ، به نظر ما با وجود بهبودهای رخ داده ، در مقایسه با هنوز در رتبه دوم قرار دارد .,0
دوربین یک دوربین عکاسی است اما امکانات فیلم برداری آن قوی تر است که این هم به ذات سونی باز می گردد که در دوربینهای فیلم برداری حرف اول را می زند .,1
در کل بلافاصله بعد از بازکردن بسته ی این گوشی احساس یک خرید متفاوت و لذت بخش را تجربه خواهید کرد .,1
پخش فیلم ها با کیفیت و .,0
میدونم نقد من خیلی کوبنده ست اما واقعیت هست .,0
تبلت بسیار عالی و خوش دستیه من خودم ماهی دارمش از همین سایتم خریدم کیفیت بسیار بالا تو ساختش استفاده شده تو اجرای برنامه ها کم نمیاره عکسای خوبی با اینکه دوربینه پایینی داره میشه باهاش گرفت هرکی میخواد بخره شک نکنه دستگاه خوبیه,2
دوربین فیلم برداری از جمله مدل هایی است که رضایت شما را جلب خواهد کرد .,0
در کل همان طور که گفتیم ، در سطح مبتدی گوشی های اندرویدی با استاندارد سال قرار می گیرد که امکاناتی درخور را با قیمتی مناسب ارا ه می دهد .,1
"به خصوص اینکه مجهز به مودهای عکاسی حرفه ای تر , , , هم می باشد .",1
در ضمن ، برنامه نقشه ها و مکان یابی نوکیا یعنی نیز همراه با بر روی این گوشی قرار داده شده است .,0
با سلام من این تلوزیون رو هفته است که گرفته ام .,0
بخوام تو یه جمله بگم به هیچی نه نمیگه .,1
با عرض سلام به تمامی دوستان اینجانب به مدت بیست سال است که تقریبا اکثر دوربینهای تصویر برداری خانگی و حرفه ای را داشته و تست کرده ام .,0
این مدل نیز همانند مدل سال گذشته تنها گرم وزن دارد که آن را به یکی از سبکترین تبلت های موجود در بازار تبدیل کرده است .,1
دوربین هواوی در یک دوربین مگاپیکسلی قرار داده است .,0
همین بس که بگویم از دیجی کالا یک دستگاه برنده شدم و بدون آنکه جعبه ی آن را باز کنم آن را با دیوایس دیگری معاوضه کردم !,0
علت اصلی این تعجب ، ابعاد عجیب و منحصر به فرد این گوشی بود .,0
با پردازنده هسته ای با فرکانس گیگاهرتز و باز هم با پردازنده هسته ای ولی این بار با فرکانس گیگاهرتز یک رقیب دیگر به شمار می آیند .,0
طراحی و ساخت گوشی از جنس پلاستیک ساخته شده است و طراحی جمع و جور ، گوشه های انحنا دار و ابعاد مناسب این گوشی موجب می شود که استفاده از آن تنها با یک دست نیز امکان پذیر باشد .,1
من یه دارم از همه لحاظ عالیه اصلا هم داغ نمیکنه هم ورژن جدید همون هستش فکر نمیکنم مشکل داغ کردن داشته باشه ، های قدیمی مشکل داغ کردن داشتن ولی جدیدا ندارن .,1
البته وبکمش واقعا نیست .,-1
قابلیت های این دوربین لنز سری بزرگ .,0
از دیگر تفاوت های این دوربین با مدل پیشین می توان به توانایی پشتیبانی از فیلترهای پیچی میلی متری ، توانایی عکاسی نسبت به ، توانایی کنترل فلاش های وایرلس اکسترنال و سازگاری با یونیت های جی پی اس اشاره کرد .,1
نداره .,0
با سلام .,0
اگه کمی هم جستجو بکنید ، میتونید هدست بلوتوث استریوی سامسونگ رو هم پیدا کنید که دیگه جواب دادن تلفن و گوش کردن موسیقی با کیفیت عالی هم کار راحتی میشه .,1
راستش با چیزایی که شنیده بودم داشتم منصرف میشدم از خریدنش اما حالا که خریدم واقعا بیش از اندازه راضی هستم دوستانی که میگن کیفیت خوبی نداره باید بگم که بهتره این انتقاد رو از هدفونش کنید !,1
من الان است کا دارمش و میشه با اون با کیفیت بسیار عالی برگ پرینت گرفت قاط قوت سریع و دقیق زیبا و شیک کیفیت عالی تعداد برگ پرینتو همچنین ساخت کشور اصلی یعنی ویتنام است .,2
از دیجی کالا هم ممنونم .,0
اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است .,0
صفحه نمایش اینچی این لپ تاپ ها دارای دقت می باشد .,0
نه دوربین های رقیب .,0
این دوربین واقعا عکس های با کیفیتی میگیره .,1
همچنین اینکه برای اسکن یک عکس به بیش از یک دقیقه زمان احتیاج دارد که یکی از کند ترین اسکنرهایی می باشد که تا به حال دیده ایم .,-2
"اگر از جمله ی کاربران تازه کار هستید می توانید مود اتوماتیک را انتخاب کنید و مودهای , , , نیز برای عکاسی خلاقانه تر به کار می روند .",1
خیلی هم دنبال گوشی سیم بودم و اس دوز رو بعد از دیزایر وی خریدم و تست کردم .,0
داخلی ویژگی بسیار خوبی است که بر روی وجود دارد .,2
برخی دوستان از کم بودن باتری نگرانند که الان دیگه باتری زیاد مهم نیست چون بالاخره زندگی امروز طوریکه هر جا بری میتونی گوشی رو شارژکنی .,0
مطم ن باشید هرگز از سطوحی که به آن متصل شده است ، جدا نخواهد شد .,1
کیفیت فیلم برداریش هم خوبه ولی بنظرم در حد نیست و می تونست بالاتر باشه . .,0
"به طوری که در تست های استاندارد عکس ها از ایزو تا به طور کلی فاقد نویز می باشند و فقط مقداری نویز از ایزو , مشاهده می گردد .",0
در ضمن توی شب هم خیلی عالی فیلم می گیره .,2
نظر در مورد ظاهرشونو به خود دیجیکالا میسپرم و تو نقد و بررسی کامل میشه پیداش کرد,0
در حقیقت جزو نخستین گوشی های هوشمند با پردازنده ی دو هسته ای بود و که غوغای فراوانی نمود .,1
همچنین یک پردازشگر گرافیکی به همراه یک گیگابایت حافظه ی رم باعث می گردند که این گوشی جزو قوی ترین گوشی ها قرار گیرد .,1
امروز بیست و نهم شهریور نود و یک هستش و نقدی که می خونین قبل از اومدن این محصول نوشته میشه یک آپدیت فوق العاده .,2
تنها ایرادی که میشه به طور کلی به محصول گرفت اینه که تو کشور ما بعد از ورود گوشیهای لمسی این محافظ صفحه که یک لایه نازک و شفاف هم هست مد شد که گویی این دو لازم ملزوم یک دیگرند ولی افسوس که چیزی جز پایین اوردن کیفیت محصول ندارد,-1
رابط کاربری بسیار ساده و کاربردی و کیبورد مخصوص آن نیز بسیار خوب طراحی گردیده اند .,2
مثلا کانن یا نیکون .,0
فوکوس اتوماتیک بسیار عالی عمل میکنید .,2
تقریبا سال هست که از این اسکنر استفاده میکنم و کاملا از آن راضیم,2
"جابز این موضوع رو به خوبی میدونست که باید همیشه علاوه بر ظاهر سازی یک چیز رو برای اولین بار هر چند ضعیف روی محصولاتش قرار بده , , . .",0
شاید در ظاهر فرکانس سی پی یو تگرا اینفینیتی بالاتر باشه ولی همانند اچ تی سی وان ایکس در عمل از اکسینوس ضعیف تر عمل میکنه .,-1
طبق ادعای فوجی فیلم این دوربین می تواند در مدت زمان ثانیه بر روی سوژه فوکوس کند تا یکی از سریع ترین مکانیسم های فوکوس خودکار را هم به خود اختصاص داده باشد .,1
سوال آیا قادر به اجرای بازی های نسخه قبلی می باشد ؟,0
امیدوارم که به شما در انتخاب بهترین کمک کرده باشم با تشکر از توجه شما پیمان,0
رنگ های تولید شده بسیار زنده و طبیعی بوده و نویز تصاویر نیز کم است .,2
به طور مثال از طریق نوار شما می توانید مطلبتان را بر روی فیس بوک و یا توییتر ارسال نمایید .,0
در کل خیلی بهتره !,2
قسمتی از مشکل این است که کمکی برای فوکوس دستی وجود ندارد یعنی به عنوان مثال اشیا برای کنترل بهتر فوکوس بزرگ نمی شوند .,-1
وزن این دستگاه تنها کیلوگرم است که برای یک لپ تاپ اینچی ، وزن بسیار مناسبی محسوب می شود .,2
رنگ های متنوع !,1
واقعا دیگه کسایی که از روی تعصب رو رد میکردن با مشکلات الکی میتونن باز این گوشی رو رد کنن ؟,0
نوت تنها رقیبشه اما الجی بر خلاف مدل قبلی گوشیهاش مثل که خودم خریدمش یا نکسوس که واقعا فوق العاده هستن ضعیف عمل کرده من با این گوشی کار کردم مکالمه باهاش خیلی سخته .,-1
بچه های برن رو اجرا کنن که داره میاد ، متاسفانه به خاطر ضعف پردازنده و حجم پردازش بالا تو این بازی رو حالت روی اجرا نمیشه ، برای ماکروسافت با این سیاست های عجولانش واقعا متاسفم که چنین کنسولی آورده ، در ضمن فقط سری جدید این دستگاه می تونه اینو اجرا کنه چون یکم کمتر داغ میکنه و سه چراغه نمیشه,-1
دلیلش به سخت افزار بهینه تر برمیگرده .,0
نسبت به کارایی این دستگاه قیمتش خیلی مناسبه ولی یه چیزی یه کم صداش زیادی بلنده .,0
این گوشی در حقیقت برادر کوچک محسوب می شود .,0
پردازنده ی مرکزی پردازنده ی مرکزی در کنسول به نام رسمی توسط شرکت مایکروسافت و نام توسط شرکت نامیده می شود .,0
به هر حال من فکر می کنم کمپانی اپل از تمام کمپانی های حال حاظر جهان به شخصیت کاربرانش بیشتر اهمیت می ده .,1
رنگ های تولید شده بسیار جذاب و روشنایی صفحه نمایش نیز بسیار عالیست .,2
ولی پس از تجربه استفاده کاملا از حالت اتوماتش راضیم .,2
متاسفانه عکس های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند .,-1
همانطور که گفتیم ، این دوربین از ماونت جدید الکترونیکی بهره می برد و از همان اول با یک سری لنز ثابت با نسبت دیافراگم پایین همراه شده است که مکمل خوبی برای لنز میلی متری دوربین هستند .,1
سولا از این بهتره صد در صد من دو برابر پول سولا رو دادم ولی ارزش نداشت .,0
حتی عکس ها در ایزو هم خیلی اوضاع بدی ندارند .,1
دوربین یون اصلا با خیلی از مگاپیکسلی های موجود قابل مقایسه نیست ، چه عکس چه فیلم !,-1
من که واقعا پشیمون شدم .,-1
همه چیزش عالی ولی زود داغ می کنه دیر سرد می شه,-1
آیا شما یک طبیعت گرد هستید و یا به تازگی به یک شهر بزرگ سفر کرده اید ؟,0
البته یه بدی هم داره .,-1
در حالت عادی عکس کیفیت مطلوبی دارد اما وقتی بر روی آن زوم میکنید و یا میخواهید آنرا در قطع بزرگ چاپ کنید متوجه می شوید که عکس محو است یا نویز دارد .,0
اپل همیشه عالی بوده ، ولی نسبت به قیمتش نمی ارزه,-1
برای مثال می توان به ضخامت بیشتر و دوربین ضعیف تر آن اشاره کرد .,-1
همانند دیگر دوربین های هم رده ، هم دوربینی نشانه و عکس می باشد که اصولا در حالت اتوماتیک کار می کند .,0
سخت افزار کمی بهبود یافته و جنس بدنه ان براق میباشد ودارای هم هست .,1
من این دوربینو چند روز پیش از دی جی کالا سفارش دادم اولش چون مبلغ کمی بابتش پرداخت کرده بودم امید زیادی بهش نداشتم اما بعد از چند روز تست کردن نظرم کاملا عوض شد مخصوصا وقتی باهاش یه عکس از ماه گرفتم خیلی بهتر از اونی که فکر میکردم بود البته با این قیمت,1
تغییر اصلی که سامسونگ در این برنامه ایجاد کرده است ، لیست وید وهای شماست که یک پیش نمایش از تمام وید وهای شما نشان می دهد و شما می توانید قبل از تماشای وید وی مورد نظر از محتوای آن مطلع شوید .,0
برین یه گوشی معمولی بگیرین .,0
کانن تصمیم گرفته که سقف حساسیت را تا قرار دهد تا وضعیت خراب تر از این نشود .,0
نسبت به قیمتش عالیه .,2
در ضمن درایور بلوتوثش رو نصب کردم اما بلوتوث کار نمیکنه اما باز هم تکرار میکنم واقعا ارزش خریدن داره .,0
به لطف صفحه نمایش بزرگ اینچی این گوشی ، تایپ کردن با کیبورد آن به خصوص در حالت افقی ، بسیار راحت است .,2
این حرکت هم می تواند با کج کردن دستگاه صورت گیرد .,0
تو گرافیک از کم نمیاره و حتی در بعضی جاها بهتر عمل می کنه البته با توجه به تجربه ی شخصی خودم .,1
به غیر از .,0
امیدوارم نوکیا طلسم غرورش رو بشکنه و به خاطر طرفداراش هم که شده با گوگل برای گوشی های اندرویدی همکاری کنه . .,0
این برای نوکیا خیلی اهمیت دارد چرا که با عرضه ی این گوشی فروش زیادی خواهد کرد .,1
البته کابل آن را باید جداگانه خریداری کنید .,0
از لحاظ سخت افزاری از اکسپریا اس و گالاسی اس ضعیفتره .,-1
یعنی واقعآ اگه نخرید ضرر میکنید به این میگن گوشی صفحه با کیفیت .,1
سلام من تست تمام گوشی های هوشمند برتر بازار رو خوندم .,0
یکی از بهترین گوشی های حال حاضر در چند سال اخیر بین گوشی ها هوشمند دنیا می باشد که به دلیل دارای بودن سیستم عامل که برترین سیستم عامل می باشد که تنها رقیب آن سیستم عامل آندروید در رقابت تنگاتنگ آن در رتبه دوم قرار دارد و از جمله ویژگی های دیگر این گوشی که آن را از دیگر گوشی های هوشمند برتر کرده است وجود پردازنده بسیار قوی که امکان اجرا کردن چندین برنامه همزمان را ایجاد می سازد و از جمله وجود سنسور های سرگرم کننده و جالب که کار با گوشی را مفرح می سازد و از جمله اصلاحاتی که در این سری از گوشی خود بکار برده است قوی تر کردن دوربین عکاسی آن می باشد که عکس هایی با رزولوشن بالا را می سازد که در سری های قبل مخصوص نسل آن عکس برداری ضعیفی دارا بوده است که در نسل پنجم به کیفیت بسیار بالا تری ارتقا یافت و همجنین فیلم برداری کاملا که فیلم های با کیفیت بالا را می توانید با آن بگیرید از ایراد های آن نیز می توان به وجود نداشتن رادیو و مایکروسافت آفیس اشاره کرد و از جمله گوشی های که با آن گوشی در حال رقابت است می توان به اشاره کرد که وزنی بیشتر و اندازه ای بزگ تر را دارد .,1
شاید تنها نقطه ضعف بدنه را بتوان براق بودن سطح خارجی آن دانست که بسیار مستعد جذب اثر انگشت است و ترجیح می دادیم که بدنه خارجی دستگاه را به یک روکش مات مجهز می کرد .,-1
سینی های تغذیه ی کاغذ نیز می توانند موقعی که به آن ها نیازی نیست در سر جای خود بسته شوند .,0
چون از یه اسپیکر استفاده میکنن ولی مقدار کمی صدای بیشتر از هست به این دلیل که جلویه اسپیکرش هیچ محافظی نیست ولی با رو کش یک تکه درب پشتی از اسپیکر محافظت میکنه ولی با هندزفری های جدید که رویه قرار داده شده لذت موسیقی برای کسایی که عاشق موسیقی با بیس بالا هستن رو تضمین میکنه چهار دکمه لمسی پایین که متخصصین سونی با کلی زحمت با ساختار شناور ساختند که فوق العادست .,1
البته اگه زوم اپتیکالش بیشتر بود بهتر میشد,0
سلام .,0
صفحه ی اینچی آیون رنگ ها رو واقعی و زنده نشون نمیده !,-1
کارت حافظه وجود یک کارت حافظه ی مگابایتی ، امکان انتقال ذخیره ی بازی را به کاربر می دهد .,0
دوربین بدون آینه با لنز قابل تعویض ، که به جر ت نخستین دوربین در کلاس خود می باشد که کاملا برای حرفه ای ها ساخته شده است .,1
بهترین تجربه رو با ایفون داشته باشین .,1
شما یک هفته با یکی از محصولات اپل کار کن بقیه محصولات یک شوخی به نظرت میاد,0
نمی دانیم این دو مگاپیکسل بیشتر چقدر به کار می آید .,0
سلام من روز پیش این دوربینو از دیجی کالا خریدم امروز رسید دستم .,0
همه چیزش هم در حد خوبیه .,1
خیلی خیلی خوبه عالیه,2
وقتی با گوشی دوستم آیفون کار کردم فهمیدم که چرا همه طرفدار اپل اند ، حالا چه برسه به آیفون !,0
واقعا از کارم راضی هستم نمیگم بده ولی از نظر سرعت ، دوربین ، کیفیت تصویر و باریکی این گوشی واقعا سره .,1
اگه مرددین که چی بخرین که بعدا پشمیون نشین این خیلی بعیده که پشمیون بشین از خریدنش حتما از استفاده ازش لذت میبرین همیشه بهترینو بگیرین تفاوت قیمتش با مارکای معروف دیگه خیلی کمه قول میدم پشیمون نمیشید از خریدنش .,1
نامی هست که در اروپا فروش میره و خیلی از زبان ها رو داره .,0
اگر به دنبال فیلم برداری با سرعت بالاتری هستید می توانید رزولوشن را هم انتخاب کنید که بدین ترتیب عمل ضبط ویدیویی با سرعت فریم بر ثانیه انجام می شود تا جز یات در حرکت های سریع خیلی دقیق تر ثبت بشوند .,1
بدین صورت که اگر گوشی را به آرامی از این شکاف به بیرون بکشید ، می توانید آن را بدون هیچ گونه مشکلی از داک خارج کنید ولی اگر با حرکات سریع این کار را کرده و یا ضربه ای به بدنه داک وارد کنید ، گوشی در جای خود محکم باقی خواهد ماند .,0
کیفیت بلندگوها بسیار شفاف است و حتی صدای بیس تولید شده نیز کاملا رضایت بخش است و به راحتی می توانند جوابگوی نیاز اکثر کاربران باشد .,2
برای همین است که بهترین کمپانی های بازی ساز مانند بهترین بازی های خودشو اول برای سیستم عامل می زنه بعد واسه .,0
مثل این است که یک لنز میلی متر را بر روی یک دوربین غیر فول فریم گذاشته باشید .,0
در حالی که دو سال پیش دوربین معرفی شد ، رزولوشن سنسور همان مگاپیکسل باقی مانده ، بدین معنی که طراحان تمرکز بیشتری را فقط بر روی ویژگی مقاومت آن گذاشته اند .,0
اما این بار فوجی فیلم شاهکاری دیگر را خلق کرده است که قطعا در یکی از بهترین ها بود .,2
من یکی دارم و خیلی هم شیک و بادوام هستش و یه راهنمایی حتما از برنامه استفاده کنید و آهنگ هاتون رو همینجوری داخل خود آی پاد شافل کپی نکنید که کار نمیکنه .,2
در ضمن حافظه ی داخلی گیگابایتی را هم باید به آن اضافه کنید .,0
اگر چه که سایت دیجی کالا این نقاط ضعف رو ذکر کرده اما با یک نگاه هم متوجه ضعیف بودن کیفیت نمایش اون خواهید شد .,-1
این دوربین در ضمن نمایشگر بسیار با کیفیت تری نیز دارد .,2
در قسمت لبه ی سمت راست دوربین کاوری لاستیکی دیده می شوند که پورت های این دوربین زیر آن قرار گرفته اند .,0
فلاش این دوربین فوق العاده قدرتمند است .,2
این دو بلندگو ، کیفیتی فراتر از سطح انتظار ما از یک تبلت را ارا ه می دهند .,2
"کمپانی با تولید سری های , و نقش زیادی در تولید تبلت های چهار هسته ای داشته است .",1
بهترین پشتیبانی در تبلت های آندرویدی .,2
گیگابایت هارد دیسک .,0
ظاهرش چنگی به دل نمیزنه برخلاف که با امکانات فوق العاده اش قیمت استثنایی داره .,-1
سلام من هشت ماه است که خریدم ، واقعا بهترین گوشی تو کلاس قیمت خودش هست,2
مشخصات سخت افزاریش مناسبه و کاراییش هم عالیه .,2
یکی از اولین گوشی هایی بود که از طراحی جدید گوشی های سونی اریکسون استفاده می کند که این طراحی بعدتر در گوشی های و نیز استفاده شد .,0
فک کنم اپل دیگه به پای سامسونگ نرسه,0
تو بازارم مشتری پسنده .,0
اگر وزن این تبلت را با تبلت های مشابه مانند با گرم ، با گرم ، با گرم و یا حتی آیپد با گرم مقایسه نمایید متوجه گفته ما خواهید شد .,0
اصلا در موردش شک نکنید از گوشی های گلکسی یانگ ایکس و حتی سونی ایکس پریا یو خیلی برتره .,1
سلام پس از خرید ، هنوز استفاده نکرده ام .,0
پشت این محصول زیبا از جنس آلومینیوم های رنگی بسیار با کیفیته .,2
این دوربین رو ماهه که دارم و ازش خیلی راضیم .,2
صداش به نسبت لبتاب های ردیف خودش بالاست .,1
از اینکه راحت هر برنامه ای را بخواهید میتوانید دانلود کنید و استفاده کنید لذت میبرید .,1
پورت ها و اتصالات بر روی لبه پایینی ، بلندگو ، جک هدفون میلی متری و درگاه جدید آذرخش قرار دارند .,0
نوت اندازه بزرگی داشت حالا دیگه با خیال راحت منتظر میمونم تا بیاد .,0
بدنه نیز به طور کاملا از آلیاژ آلومینیوم ساخته شده که در جای جای آن روکش چرمی قرار دارد .,0
زیباییش کم نظیره,2
ولی قیمتی تقریبا برابر این دوربین رو هم باید بپردازید در عین حال انتخاب با شماست,0
تجربه چندرسانه ای کامل در منزل تلویزیون سامسونگ با ورودی های واسط چندرسانه ای وضوح بالا نشیمن خانه شما را به یک مرکز سرگرمی های چندرسانه ای تبدیل خواهد کرد .,1
خیلی راحت فوکوس خودکار عمل میکنه .,2
بی صبرانه منتظر خریدشم,1
همچنین به دلیل طراحی مناسب و بافت دار قاب پلاستیکی پشت این دستگاه ، امکان لیز خوردن آن از دست بسیار کم است و احساس امنیت خوبی را در حین کار کردن به شما خواهد داد .,1
من روی همین که بعضی از دوستان گفتن موقع بازی گیر میکنه و رمش پایینه بازی های و بسیاری از بازی های دیگه رو بدون لگ اجرا کردم .,1
کیفیت فیلم برداری آن نیز همان طور که پیش بینی می شد می باشد .,0
سلام ، من چند وقته این گوشیو دارم .,0
سبک ابعاد خیلی عالی سرعت بالا,2
در عوض همه ی کنترل های لمسی و غیر لمسی ارگونومی بسیار خوبی دارند و عملکردشان کاملا راضی کننده است .,2
کیفیت دسکتاپ چنگی به دل نمیزنه .,-1
همچنین ، تعدادی ویجت کاربردی مانند باتری ، ایمیل و یا ساعت نیز بر روی این گوشی قرار دارد که ویجت آب و هوا بر روی این گوشی با طراحی بسیار خوب ، خود نمایی می کند .,1
اما برای این گوشی چیپ در نظر نگرفته است و بجای آن قابلیت جابجایی مالتی مدیا با را قرار داده است .,0
سری دوربین های کامپکت کانن ، ارزان قیمت ترین و ابتدایی ترین رده ی دوربین های کامپکت این شرکت می باشند .,0
درضمن دوستان با نصب کرنلی که گفتم میتونید ری رو تا اورکلاک کنید و باهاش بنچمارک بگیرین !,0
قاب پشتی آن نیز که از جنس پلاستیک بسیار با کیفیت می باشد ، با وجود بافت ریز موجود بر روی آن ، بسیار زیبا و مطم ن است ، طوری که احساس امنیت بسیار خوبی را به کاربر در حین کار با آن منتقل می نماید .,2
دوربین فیلم برداری مدل به قابلیت های جدیدی برای کاهش نویز تصویر مجهز است .,1
من حدود ساله دارم از این دستگاه تا حالا بار شارژ کردم تونرش رو !,0
